,Hotel_Name,Location,Address,Cost,Property_type,Likes,Rating,Review
1108,1st Baptist Guest House,Garki,"Garki, Abuja -  Port Harcourt Crescent, Off Gimbiya St, Area II, ...",NA,1st Baptist Guest House,2,NA,NA
1109,Abuja Lovebelt Hotel,Maitama,"Maitama, Abuja -  16 Tennese Crescent, Panama Street, Off IBB Way,B...",NA,Abuja Lovebelt Hotel,2,NA,NA
1110,Abuja International Hotels Ltd,Garki,"Garki, Abuja - Area 11 Garki, Abuja",NA,Abuja International Hotels Ltd,2,NA,NA
1111,Admiralty Suites Abuja,Asokoro,"Asokoro, Abuja - Plot 656, Thomas Samhare, Off Yakubu Gowon Crescen...",NA,Admiralty Suites Abuja,2,NA,NA
1112,Anioe Hotel,Utako,"Utako, Abuja - Plot 396, Augustus Akhilomu Way, Utako, Abuja",NA,Anioe Hotel,2,NA,NA
1113,ARPON Guest House,Utako,"Utako, Abuja - Utako District, Abuja",NA,ARPON Guest House,2,NA,NA
1114,G-Q-1,Garki,"Garki, Abuja - 20 Ogbomosho Street, Area 8, Garki, Abuja",NA,G-Q-1,2,NA,NA
1115,Gulf View Hotel,Jabi,"Jabi, Abuja - 5 Sylvester Ugo Crescent, Beside Mr BIGGS, Jabi, A...",NA,Gulf View Hotel,2,NA,NA
1116,Hosanna House,Wuse,"Wuse, Abuja - 1091, Kolola Link Off Ademola Adetokunbo Crescent,...",NA,Hosanna House,2,NA,NA
1117,Hotel And Catering Services Ltd,Garki,"Garki, Abuja -  Plot 796/3 Oka Akoko Crescent Off Ahmadu Bello Wa...",NA,Hotel And Catering Services Ltd,2,NA,NA
1118,Le Meridien Abuja,Garki ,"Garki , Abuja -  Plot 903 Tafawa Balewa Way, Area 11, Garki Abuja.",NA,Le Meridien Abuja,2,NA,NA
1119,Exclusive Apartments Services ,Garki,"Garki, Abuja - 5, Damaturu Crescent, Garki 2, Abuja Municipal, Ab...",NA,Exclusive Apartments Services ,2,NA,NA
1120,Lorem Luxury Suites,Maitama,"Maitama, Abuja - 11 Lake Lau Close, Maitama, Abuja",NA,Lorem Luxury Suites,2,NA,NA
1121,National Mathematical Centre Guest House,Garki,"Garki, Abuja - Plot 890 Asaba Glose Area 11 Garki, Abuja",NA,National Mathematical Centre Guest House,2,NA,NA
1122,Novelle City Lodge,Wuse,"Wuse, Abuja - Plot 128, Aminu Kano Crescent, Zone 2 , Wuse , Abu...",NA,Novelle City Lodge,2,NA,NA
1123,Oriental Hotel And Plaza Limited,Wuse,"Wuse, Abuja - Plot 772, Sudan Street, Wuse, Abuja",NA,Oriental Hotel And Plaza Limited,2,NA,NA
1124,Valley Pride Hotels,Garki,"Garki, Abuja - Plot 1373, Borno Street, Area 10, Garki, Abuja",NA,Valley Pride Hotels,2,NA,NA
1125,Vom Resort,Wuse,"Wuse, Abuja - New Banex Plaza, Plot 750, Aminu Kano Crescent, Wu...",NA,Vom Resort,2,NA,NA
1126,Ile Nla Guest Inn,Lugbe,"Lugbe, Abuja - House 15 Zone 4 Opp Amac Clinic Lubge Abuja",NA,Ile Nla Guest Inn,2,NA,NA
1127,Genronimo Hotel,Gwarinpa,"Gwarinpa, Abuja - 7th Avenue, By CITEC Villa, Before Charly Boy, Gwa...",NA,Genronimo Hotel,2,NA,NA
1128,Redwood Place,FCT,"FCT, Abuja - 8G, Wing A, Plot 8, Thaba Tseka Street Off Ademola...",NA,Redwood Place,1,NA,NA
1129,Agalama Hotel,Nyanya,"Nyanya, Abuja - Plot 55/56 Cardastral Zone, 08/09 Jikayi Road, Beh...","₦3,800",Agalama Hotel,2,NA,NA
1130,GNNY Guest Inn,Kubwa,"Kubwa, Abuja - ",NA,Hotel,1,NA,NA
1131,Aden360 Hotels,,", Abuja - ",NA,Aden360 Hotels,1,NA,NA
1132,Gamji Royal Apartments,Kado,"Kado, Abuja - Off Ahmadu Bello Way, Plot 280, Water Park Road Be...","₦59,900",Apartment,1,NA,NA
1133,Serengeti Hotel,Jabi,"Jabi, Abuja - 57 Ebitu Ukiwe Street ","₦23,600",Serengeti Hotel,1,NA,NA
1134,CrossRoads Hotel & Towers ,Wuse,"Wuse, Abuja - 29 Alexandria Crescent, Wuse II District",NA,Hotel,1,NA,NA
1135,206 GUEST HOUSE,,", Abuja - ",NA,206 GUEST HOUSE,1,NA,NA
1136,The Thames Suite And Hotel Apartments,Asokoro,"Asokoro, Abuja - Plot 19, Nelson Mandela, Asokoro","₦41,250",Hotel,1,NA,NA
1137, SheilaMartins Apartment,Katampe,"Katampe, Abuja - House 13 Harmony Court Katampa District","₦65,000",Hotel,2,NA,NA
1138,Banksome Global Realtors,Utako,"Utako, Abuja - Cadastral Zone B5, Custom Quarters Utako","₦70,000",Banksome Global Realtors,1,NA,NA
1139,Cincinnati Homes Limited  ,Katampe,"Katampe, Abuja -  Katampe Extension, Katampe","₦50,000",Cincinnati Homes Limited  ,1,NA,NA
1140,Bedspace Apartment,Apo,"Apo, Abuja - Legislative Quarters Zone E Apo, Apo","₦110,000",Bedspace Apartment,1,NA,NA
1141,Asadoc Consults Katampe,Katampe,"Katampe, Abuja -  Katampe Diplomatic Zone Asokoro",NA,Asadoc Consults Katampe,1,NA,NA
1142,Future Landlords Realtors Kado,Kado,"Kado, Abuja - Kado/Jahi","₦23,000",Future Landlords Realtors Kado,1,NA,NA
1143,HERA HOSPITALITY LIMITED,Wuse 2,"Wuse 2, Abuja - 4 Kindia Close, Wuse 2",NA,HERA HOSPITALITY LIMITED,2,NA,NA
1144,Madakis Executive Suite,Maitama,"Maitama, Abuja - No. 23 Katsina Ala Crescent, Off Yedseram Street M...","₦40,000",Hotel,2,NA,NA
1145,Luxury By Cypress And Myrtles,Apo,"Apo, Abuja - No. 1 Abdullahi Mohammed Close Apo Legislative Qua...","₦90,000",Apartment,2,NA,NA
1146,FHA,Guzape,"Guzape, Abuja - Federal Housing Estate, Guzape","₦80,000",Apartment,2,NA,NA
1147,Peachville,Guzape,"Guzape, Abuja - 643, Nasir El-Rufai Crescent, Guzape District, FCT...","₦70,000",Apartment,2,NA,NA
1148,"House 48, Guzape",Guzape,"Guzape, Abuja - 48, Aliyu Modibbo Street, Guzape","₦150,000",Apartment,2,NA,NA
1149,Abuja Royal Suites,Wuse 2,"Wuse 2, Abuja - No. 3, Kudang Street, Off Monrovia Street, Wuse 2","₦43,000",Hotel,2,NA,NA
1150,Fabsville Apartment,Apo,"Apo, Abuja - Block 64, Rockvale Manor Estates, Apo Dutse","₦20,000",Apartment,2,NA,NA
1151,Juris House,Gwarinpa,"Gwarinpa, Abuja - 26, 6921 Road, Adkan Estate, Gwarinpa","₦25,000",Apartment,2,NA,NA
1152,"Swiss Pearl Continental Hotel, Wuse  Zone 1",Wuse Zone 1,"Wuse Zone 1, Abuja - No. 6, Bamako Street, Wuse Zone 1","₦40,000",Hotel,2,NA,NA
1153,Dukediamond Apartment,Wuye,"Wuye, Abuja - 227, Cadastral Aguwan Aneakwe Street, Wuye","₦48,000",Apartment,2,NA,NA
1154,"Bipnib Apartment 2, Zone D",Apo,"Apo, Abuja - Apo Legislative Qtrs, Zone D","₦23,000",Apartment,2,NA,NA
1155,Omah Apartments,Durumi,"Durumi, Abuja -  Plot 303, Durumi District, Close To Christ Embass...","₦80,000",Apartment,2,NA,NA
1156,Five Homes Hotel,Apo,"Apo, Abuja - 1213, Mobolaji Johnson Street, Apo Legislators Qua...","₦45,000",Hotel,2,NA,NA
1157,D & D Apartments,Asokoro,"Asokoro, Abuja - 20, Thomas Sankara Street, Close To ECOWAS Secreta...","₦35,000",Apartment,2,NA,NA
1158,Davina Hill Resort And Hotel,Gwarimpa ,"Gwarimpa , Abuja - Uloh Akuns Avenue, 1st Avenue Gwarimpa","₦45,000",Hotel,2,NA,NA
1159,"Bipnib Apartment, Wuye",Wuye,"Wuye, Abuja - Highgate Apartment, Wuye","₦70,000",Apartment,1,NA,NA
1160,"Wetland Hotel, Wuye",Wuye,"Wuye, Abuja - Plot 1022, Cadastral Zone BO3, Off Olusegun Obasan...","₦50,000",Hotel,2,NA,NA
1161,Hill Top Garden ,Katampe,"Katampe, Abuja - Katampe, Abuja,","₦2,000",Hill Top Garden ,2,NA,NA
1162,Common Properties ,Katampe,"Katampe, Abuja - Katampe Ext Abuja","₦40,000",Common Properties ,1,NA,NA
